"","author","trigram","n","tf","idf","tf_idf"
"1","EAP","ha ha ha",11,0.00254100254100254,1.09861228866811,0.00279157661708228
"2","EAP","barrière du roule",10,0.00231000231000231,1.09861228866811,0.00253779692462026
"3","EAP","ugh ugh ugh",8,0.00184800184800185,1.09861228866811,0.00203023753969621
"4","EAP","mille mille mille",7,0.00161700161700162,1.09861228866811,0.00177645784723418
"5","HPL","heh heh heh",9,0.00152879225411925,1.09861228866811,0.00167954995719602
"6","EAP","rue des drômes",6,0.00138600138600139,1.09861228866811,0.00152267815477215
"7","HPL","charles le sorcier",8,0.001358926448106,1.09861228866811,0.00149293329528535
"8","EAP","automaton chess player",4,0.000924000924000924,1.09861228866811,0.0010151187698481
"9","EAP","de lef eye",4,0.000924000924000924,1.09861228866811,0.0010151187698481
"10","EAP","hu hu hu",4,0.000924000924000924,1.09861228866811,0.0010151187698481
"11","EAP","miss bas bleu",4,0.000924000924000924,1.09861228866811,0.0010151187698481
"12","EAP","monsieur le blanc",4,0.000924000924000924,1.09861228866811,0.0010151187698481
"13","EAP","signora psyche zenobia",4,0.000924000924000924,1.09861228866811,0.0010151187698481
"14","EAP","arch duchess ana",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"15","EAP","bogs hogs logs",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"16","EAP","branch seventh limb",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"17","EAP","death utterly save",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"18","EAP","duc de l'omelette",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"19","EAP","duchess ana pest",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"20","EAP","duelli lex scripta",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"21","EAP","evidently tremendous expenses",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"22","EAP","fifty thousand francs",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"23","EAP","garden scene adds",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"24","EAP","hogs logs frogs",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"25","EAP","leather bottomed arm",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"26","EAP","louder louder louder",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"27","EAP","madame stephanie lalande",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"28","EAP","main branch seventh",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"29","EAP","marry von monsieur",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"30","EAP","messrs cut comeagain",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"31","EAP","napoleon bonaparte froissart",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"32","EAP","pavée st andrée",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"33","EAP","rabbit au chat",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"34","EAP","robe de chambre",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"35","EAP","rue pavée st",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"36","EAP","seventh limb east",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"37","EAP","sir everard bringhurst",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"38","EAP","sir humphrey davy",3,0.000693000693000693,1.09861228866811,0.000761339077386077
"39","EAP","superbus von underduk",3,0.000693000693000693,1.09861228866811,0.000761339077386077
